consumer_id,category_code,category_name,district,division_name,division,dt_code,sanctioned_load_kw,connected_load_kw,meter_multiplier,years_as_consumer,payment_delay_avg_days,meter_status,theft_type,theft_label,consumption_Jan_kwh,bill_Jan_inr,energy_charge_Jan_inr,consumption_Feb_kwh,bill_Feb_inr,energy_charge_Feb_inr,consumption_Mar_kwh,bill_Mar_inr,energy_charge_Mar_inr,consumption_Apr_kwh,bill_Apr_inr,energy_charge_Apr_inr,consumption_May_kwh,bill_May_inr,energy_charge_May_inr,consumption_Jun_kwh,bill_Jun_inr,energy_charge_Jun_inr,consumption_Jul_kwh,bill_Jul_inr,energy_charge_Jul_inr,consumption_Aug_kwh,bill_Aug_inr,energy_charge_Aug_inr,consumption_Sep_kwh,bill_Sep_inr,energy_charge_Sep_inr,consumption_Oct_kwh,bill_Oct_inr,energy_charge_Oct_inr,consumption_Nov_kwh,bill_Nov_inr,energy_charge_Nov_inr,consumption_Dec_kwh,bill_Dec_inr,energy_charge_Dec_inr,avg_monthly_consumption_kwh,std_consumption,max_consumption_kwh,min_consumption_kwh,consumption_range_kwh,coefficient_of_variation,winter_avg_kwh,summer_avg_kwh,winter_summer_ratio,near_zero_months,avg_mom_change_pct,max_mom_change_pct,total_annual_consumption_kwh,total_annual_bill_inr,avg_monthly_bill_inr
0010400001167,DS,Domestic Supply,Srinagar,DIV-I (BASANT BAGH),Kashmir,KHM-060S/MODEL TOWN,1.8,1.9,1,8,30,Functioning,None,0,350.6,1052.87,955.11,342.4,1015.41,919.44,267.1,671.48,591.88,202.4,375.96,310.44,180.2,333.81,270.3,188.0,346.1,282.0,159.5,301.21,239.25,176.0,327.2,264.0,206.5,394.69,328.27,204.5,385.56,319.57,262.8,651.84,573.18,318.9,908.07,817.21,238.2,65.07,350.6,159.5,191.1,0.2731,318.7,175.9,1.8117,0,14.32,28.51,2858.9,6764.2,563.68
0020400001168,DS,Domestic Supply,Baramulla,DIV-I (BARAMULLA),Kashmir,PTN-044T/MODEL TOWN,3.6,3.1,1,7,14,Functioning,None,0,305.6,847.33,759.36,336.8,989.83,895.08,229.6,500.2,428.76,226.6,486.5,415.71,175.3,326.1,262.95,192.8,353.66,289.2,156.9,297.12,235.35,190.0,349.25,285.0,209.6,408.85,341.76,249.2,589.72,514.02,289.3,772.88,688.46,336.8,989.83,895.08,241.5,59.56,336.8,156.9,179.9,0.2466,317.1,175.0,1.8121,0,16.13,31.83,2898.5,6911.27,575.94
0060400001169,NDS,Non-Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-006S/OLD TOWN,19.5,21.0,1,11,5,Slow Running,None,0,921.1,6137.35,5616.14,942.3,6306.0,5773.02,636.9,3876.54,3513.06,620.0,3742.1,3388.0,500.6,2792.27,2504.44,445.2,2351.57,2094.48,500.4,2790.68,2502.96,495.2,2749.32,2464.48,547.7,3166.95,2852.98,643.6,3929.84,3562.64,722.2,4555.1,4144.28,867.3,5709.37,5218.02,653.5,166.68,942.3,445.2,497.1,0.255,863.2,482.1,1.7907,0,12.87,32.41,7842.5,48107.09,4008.92
0110400001170,NDS,Non-Domestic Supply,Jammu,DIV-IV (NAGROTA),Jammu,NGT-166T/GULSHAN COLONY,13.2,11.5,1,12,15,Functioning,None,0,843.2,5517.66,5039.68,783.7,5044.33,4599.38,609.1,3655.39,3307.34,517.3,2925.12,2628.02,543.1,3130.36,2818.94,505.7,2832.84,2542.18,508.1,2851.94,2559.94,520.8,2952.96,2653.92,527.2,3003.88,2701.28,565.6,3309.35,2985.44,790.9,5101.61,4652.66,902.3,5987.8,5477.02,634.8,143.32,902.3,505.7,396.6,0.2258,830.0,519.0,1.5994,0,11.06,39.83,7617.0,46313.24,3859.44
0110400001171,DS,Domestic Supply,Jammu,DIV-III (GANGYAL),Jammu,RHR-033S/GREEN LANE,1.8,1.6,1,30,21,Slow Running,None,0,369.8,1140.56,1038.63,332.8,971.56,877.68,260.8,642.7,564.48,210.5,412.96,345.68,199.9,364.84,299.85,174.2,324.36,261.3,162.3,305.62,243.45,188.4,346.73,282.6,183.2,338.54,274.8,225.4,481.01,410.49,314.7,888.89,798.94,289.5,773.8,689.33,242.6,66.32,369.8,162.3,207.5,0.2734,326.7,178.8,1.8272,0,15.01,39.62,2911.5,6991.57,582.63
0060400001172,DS,Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-066T/LINK ROAD,1.3,1.4,1,10,26,Slow Running,meter_tampering,1,141.1,272.23,211.65,143.8,276.49,215.7,134.5,261.84,201.75,117.6,235.22,176.4,106.2,217.26,159.3,78.7,173.95,118.05,88.8,189.86,133.2,108.8,221.36,163.2,124.6,246.24,186.9,100.1,207.66,150.15,171.8,320.59,257.7,185.5,342.16,278.25,125.1,30.68,185.5,78.7,106.8,0.2452,160.6,91.2,1.7598,0,18.7,71.63,1501.5,2964.86,247.07
0110400001173,DS,Domestic Supply,Jammu,DIV-III (GANGYAL),Jammu,JMU-105S/MODEL TOWN,3.4,3.0,1,5,22,Functioning,None,0,326.5,942.78,850.27,289.7,774.7,690.19,233.7,518.92,446.59,199.5,364.21,299.25,187.9,345.94,281.85,181.2,335.39,271.8,178.3,330.82,267.45,199.6,364.37,299.4,211.6,417.98,350.46,253.0,607.08,530.55,269.1,680.62,600.59,316.1,895.29,805.04,237.2,50.63,326.5,178.3,148.2,0.2135,300.4,182.5,1.6461,0,10.69,19.57,2846.2,6578.1,548.17
0020400001174,DS,Domestic Supply,Baramulla,DIV-III (PATTAN),Kashmir,BRM-179S/OLD TOWN,4.1,4.8,1,25,29,Functioning,None,0,348.2,1041.9,944.67,306.9,853.26,765.01,264.8,660.97,581.88,218.4,449.04,380.04,185.5,342.16,278.25,156.8,296.96,235.2,171.9,320.74,257.85,181.8,336.34,272.7,184.9,341.22,277.35,228.0,492.89,421.8,306.0,849.15,761.1,311.4,873.82,784.59,238.7,63.11,348.2,156.8,191.4,0.2644,318.1,171.4,1.856,0,13.64,34.21,2864.6,6858.45,571.54
0060400001175,DS,Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-151T/POLICE COLONY,3.4,4.0,1,27,5,Functioning,None,0,290.4,777.9,693.24,348.3,1042.37,945.11,255.8,619.87,542.73,233.3,517.1,444.86,183.9,339.64,275.85,179.1,332.08,268.65,193.6,354.92,290.4,173.5,323.26,260.25,181.4,335.71,272.1,213.0,424.38,356.55,308.1,858.75,770.24,308.2,859.2,770.67,239.0,58.76,348.3,173.5,174.8,0.2458,313.8,185.5,1.6911,0,14.93,44.65,2868.6,6785.18,565.43
0120400001176,DS,Domestic Supply,Kathua,DIV-I (KATHUA),Jammu,KTH-096S/GREEN LANE,3.3,3.7,1,27,4,Functioning,None,0,307.9,857.83,769.36,294.3,795.72,710.21,263.6,655.49,576.66,230.6,504.77,433.11,161.1,303.73,241.65,164.3,308.77,246.45,177.6,329.72,266.4,166.9,312.87,250.35,216.8,441.73,373.08,224.3,476.0,405.71,259.9,638.59,560.56,305.1,845.05,757.19,231.0,53.11,307.9,161.1,146.8,0.2299,291.8,167.7,1.7404,0,12.75,30.14,2772.4,6470.27,539.19
0110400001177,DS,Domestic Supply,Jammu,DIV-II (REHARI),Jammu,JMU-097T/LINK ROAD,1.4,1.5,1,7,28,Tampered,meter_tampering,1,136.0,264.2,204.0,157.5,298.06,236.25,134.7,262.15,202.05,119.5,238.21,179.25,91.8,194.58,137.7,84.1,182.46,126.15,80.5,176.79,120.75,95.3,200.1,142.95,92.2,195.22,138.3,116.1,232.86,174.15,135.7,263.73,203.55,153.1,291.13,229.65,116.4,25.99,157.5,80.5,77.0,0.2233,145.6,85.5,1.7033,0,14.06,25.92,1396.5,2799.49,233.29
0030400001178,DS,Domestic Supply,Anantnag,DIV-II (ISLAMABAD),Kashmir,BIJ-032T/NEW COLONY,2.3,2.5,1,11,10,Functioning,None,0,347.8,1040.08,942.93,340.7,1007.64,912.04,261.1,644.08,565.79,215.4,435.34,366.99,167.8,314.29,251.7,176.3,327.67,264.45,174.5,324.84,261.75,171.6,320.27,257.4,209.5,408.39,341.32,237.9,538.11,464.87,296.2,804.39,718.47,338.0,995.32,900.3,244.7,67.38,347.8,167.8,180.0,0.2753,330.7,172.9,1.9129,0,13.37,24.51,2936.8,7160.42,596.7
0020400001179,NDS,Non-Domestic Supply,Baramulla,DIV-III (PATTAN),Kashmir,SPR-110T/MODEL TOWN,17.7,18.1,1,22,6,Functioning,None,0,771.9,4950.46,4512.06,871.8,5745.17,5251.32,771.9,4950.46,4512.06,549.5,3181.27,2866.3,526.5,2998.31,2696.1,528.1,3011.04,2707.94,518.0,2930.69,2633.2,541.9,3120.81,2810.06,559.9,3264.0,2943.26,565.7,3310.14,2986.18,742.9,4719.77,4297.46,885.7,5855.74,5354.18,652.8,137.7,885.7,518.0,367.7,0.2109,818.1,524.2,1.5606,0,10.83,31.32,7833.8,48037.86,4003.15
0100400001180,DS,Domestic Supply,Budgam,DIV-II (CHADOORA),Kashmir,BDM-055S/MODEL TOWN,3.8,4.3,1,29,18,Functioning,None,0,345.5,1029.58,932.92,333.7,975.67,881.59,218.1,447.67,378.73,209.9,410.21,343.06,162.0,305.15,243.0,190.8,350.51,286.2,184.6,340.75,276.9,207.2,397.89,331.32,201.2,370.48,305.22,236.2,530.34,457.47,309.5,865.15,776.33,311.8,875.65,786.33,242.5,61.49,345.5,162.0,183.5,0.2535,325.1,179.1,1.815,0,13.63,34.64,2910.5,6899.05,574.92
0010400001181,DS,Domestic Supply,Srinagar,DIV-I (BASANT BAGH),Kashmir,KHM-165T/POLICE COLONY,4.7,5.4,1,25,8,Functioning,None,0,306.5,851.43,763.27,306.4,850.98,762.84,236.5,531.72,458.77,235.0,524.86,452.25,170.6,318.69,255.9,165.4,310.5,248.1,175.1,325.78,262.65,187.3,345.0,280.95,180.7,334.6,271.05,228.9,497.01,425.72,311.7,875.18,785.89,350.4,1051.95,954.24,237.9,62.69,350.4,165.4,185.0,0.2635,318.8,170.4,1.871,0,13.23,36.17,2854.5,6817.7,568.14
0160400001182,NDS,Non-Domestic Supply,Doda,DIV-I (DODA),Jammu,DDA-016S/POLICE COLONY,16.1,18.8,1,14,25,Functioning,None,0,851.4,5582.89,5100.36,805.3,5216.16,4759.22,625.8,3788.24,3430.92,501.0,2795.46,2507.4,462.9,2492.37,2225.46,465.2,2510.67,2242.48,434.0,2262.47,2011.6,549.1,3178.09,2863.34,532.4,3045.24,2739.76,560.5,3268.78,2947.7,715.6,4502.6,4095.44,833.1,5437.31,4964.94,611.4,145.83,851.4,434.0,417.4,0.2385,801.3,454.0,1.765,0,12.85,27.67,7336.3,44080.28,3673.36
0200400001183,NDS,Non-Domestic Supply,Samba,DIV-I (SAMBA),Jammu,SMB-154T/OLD TOWN,16.4,19.0,1,5,16,Functioning,None,0,938.2,6273.38,5742.68,887.2,5867.68,5365.28,602.5,3602.89,3258.5,495.8,2754.09,2468.92,520.4,2949.78,2650.96,446.0,2357.93,2100.4,497.2,2765.23,2479.28,451.7,2403.27,2142.58,506.9,2842.39,2551.06,628.5,3809.72,3450.9,689.2,4292.59,3900.08,801.8,5188.32,4733.32,622.1,163.97,938.2,446.0,492.2,0.2636,829.1,487.9,1.6994,0,14.3,32.09,7465.4,45107.27,3758.94
0040400001184,DS,Domestic Supply,Kupwara,DIV-I (KUPWARA),Kashmir,HDW-187T/OLD TOWN,4.4,4.6,1,21,26,Functioning,None,0,305.3,845.96,758.06,304.0,840.02,752.4,270.1,685.19,604.94,199.2,363.74,298.8,202.1,374.59,309.13,162.4,305.78,243.6,185.4,342.0,278.1,198.2,362.16,297.3,228.8,496.54,425.28,210.0,410.68,343.5,293.0,789.78,704.55,351.7,1057.88,959.89,242.5,57.27,351.7,162.4,189.3,0.2361,313.5,183.3,1.7103,0,14.84,39.52,2910.2,6874.32,572.86
0200400001185,AP,Agricultural Pump,Samba,DIV-I (SAMBA),Jammu,SMB-174S/POLICE COLONY,17.8,17.1,1,22,65,Bypassed,direct_hooking,1,59.4,77.52,47.52,46.4,67.12,37.12,31.7,55.36,25.36,39.8,61.84,31.84,46.4,67.12,37.12,50.2,70.16,40.16,47.0,67.6,37.6,20.7,46.56,16.56,47.1,67.68,37.68,23.5,48.8,18.8,70.0,86.0,56.0,25.1,50.08,20.08,42.3,14.25,70.0,20.7,49.3,0.337,50.2,47.9,1.0493,0,55.08,197.87,507.3,765.84,63.82
0180400001186,NDS,Non-Domestic Supply,Ramban,DIV-I (RAMBAN),Jammu,RBN-126S/GULSHAN COLONY,5.0,4.3,1,12,65,Slow Running,meter_tampering,1,425.2,2192.47,1946.48,418.6,2139.96,1897.64,297.1,1372.54,1183.76,282.5,1284.65,1102.0,234.5,995.69,833.2,247.3,1072.75,904.88,247.3,1072.75,904.88,319.5,1507.39,1309.2,247.1,1071.54,903.76,348.5,1681.97,1471.6,403.6,2020.64,1786.64,357.4,1735.55,1521.44,319.1,67.76,425.2,234.5,190.7,0.2124,401.2,243.0,1.6508,0,16.19,41.04,3828.6,18147.9,1512.33
0060400001187,DS,Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-017S/NEW COLONY,4.0,4.4,1,6,12,Functioning,None,0,319.0,908.53,817.65,329.0,954.21,861.15,244.3,567.35,492.71,216.4,439.91,371.34,169.7,317.28,254.55,148.0,283.1,222.0,186.4,343.58,279.6,195.1,357.28,292.65,188.0,346.1,282.0,234.1,520.75,448.33,255.3,617.59,540.56,316.8,898.48,808.08,233.5,58.74,329.0,148.0,181.0,0.2515,305.0,168.0,1.8153,0,15.14,25.95,2802.1,6554.16,546.18
0190400001188,DS,Domestic Supply,Reasi,DIV-I (REASI),Jammu,RSI-177S/GULSHAN COLONY,3.4,3.1,1,18,62,Tampered,direct_hooking,1,17.5,77.56,26.25,18.7,79.45,28.05,40.0,113.0,60.0,34.4,104.18,51.6,17.2,77.09,25.8,17.7,77.88,26.55,7.5,61.81,11.25,30.1,97.41,45.15,30.4,97.88,45.6,23.5,87.01,35.25,39.1,111.58,58.65,56.8,139.46,85.2,27.7,12.93,56.8,7.5,49.3,0.4662,33.0,14.1,2.3367,5,62.0,301.33,332.9,1124.31,93.69
0110400001189,DS,Domestic Supply,Jammu,DIV-II (REHARI),Jammu,RHR-138S/MODEL TOWN,4.4,4.1,1,5,19,Slow Running,None,0,336.1,986.64,892.04,326.8,944.16,851.58,231.5,508.88,437.02,235.6,527.6,454.86,178.4,330.98,267.6,184.4,340.43,276.6,168.2,314.92,252.3,184.5,340.59,276.75,193.8,355.24,290.7,219.3,453.16,383.96,312.2,877.47,788.07,332.3,969.28,875.5,241.9,63.4,336.1,168.2,167.9,0.2621,326.9,177.0,1.8466,0,13.35,42.36,2903.1,6949.35,579.11
0070400001190,AP,Agricultural Pump,Kulgam,DIV-I (KULGAM),Kashmir,KUL-085S/HILAL PARK,21.8,19.9,1,12,18,Functioning,None,0,617.8,524.24,494.24,630.7,534.56,504.56,471.4,407.12,377.12,369.1,325.28,295.28,326.2,290.96,260.96,348.3,308.64,278.64,318.2,284.56,254.56,303.1,272.48,242.48,370.1,326.08,296.08,362.8,320.24,290.24,457.4,395.92,365.92,523.6,448.88,418.88,424.9,109.67,630.7,303.1,327.6,0.2581,557.4,330.9,1.6844,0,13.22,26.07,5098.7,4438.96,369.91
0160400001191,DS,Domestic Supply,Doda,DIV-I (DODA),Jammu,DDA-156S/GULSHAN COLONY,4.2,3.9,1,4,12,Functioning,None,0,362.5,1107.21,1006.87,300.6,824.49,737.61,282.7,742.73,659.74,236.2,530.34,457.47,168.4,315.23,252.6,177.1,328.93,265.65,178.6,331.29,267.9,181.1,335.23,271.65,222.7,468.68,398.74,210.5,412.96,345.68,263.5,655.03,576.22,319.6,911.27,820.26,242.0,61.14,362.5,168.4,194.1,0.2527,311.6,174.7,1.7833,0,13.68,28.7,2903.5,6963.39,580.28
0010400001192,DS,Domestic Supply,Srinagar,DIV-VII (KARAN NAGAR),Kashmir,RWR-079S/OLD TOWN,4.2,4.5,1,26,73,Reversed,sudden_drop,1,340.9,1008.56,912.91,284.9,752.78,669.31,216.7,441.27,372.64,179.5,332.71,269.25,185.0,341.38,277.5,161.8,304.83,242.7,51.0,130.33,76.5,43.7,118.83,65.55,38.2,110.17,57.3,69.9,160.09,104.85,55.3,137.1,82.95,97.0,202.78,145.5,143.7,96.88,340.9,38.2,302.7,0.6744,194.5,132.6,1.467,0,31.62,82.98,1723.9,4040.83,336.74
0020400001193,SP,Small Power,Baramulla,DIV-II (SOPORE),Kashmir,PTN-137S/POLICE COLONY,49.4,43.2,1,8,30,Functioning,None,0,4867.8,38034.93,35195.28,5359.0,42048.03,38928.4,3636.5,27975.2,25837.4,3382.9,25903.29,23910.04,3403.1,26068.33,24063.56,3141.5,23931.05,22075.4,2554.6,19136.08,17614.96,3325.5,25434.34,23473.8,3454.7,26489.9,24455.72,4060.7,31440.92,29061.32,4225.1,32784.07,30310.76,5214.6,40868.28,37830.96,3885.5,837.65,5359.0,2554.6,2804.4,0.2156,4916.6,3033.1,1.621,0,14.11,32.14,46626.0,360114.42,30009.54
0010400001194,MP,Medium Power,Srinagar,DIV-IV (BEMINA),Kashmir,KHM-075T/LINK ROAD,392.0,425.6,1,23,73,Bypassed,direct_hooking,1,3479.2,24228.14,21571.04,4204.7,29176.05,26069.14,2383.4,16754.79,14777.08,2138.7,15085.93,13259.94,2168.6,15289.85,13445.32,1690.2,12027.16,10479.24,644.5,4895.49,3995.9,1699.5,12090.59,10536.9,1713.2,12184.02,10621.84,1571.9,11220.36,9745.78,3403.2,23709.82,21099.84,2724.9,19083.82,16894.38,2318.5,949.11,4204.7,644.5,3560.2,0.4094,3453.0,1501.1,2.3003,0,42.63,163.69,27822.0,195746.02,16312.17
0110400001195,DS,Domestic Supply,Jammu,DIV-II (REHARI),Jammu,RHR-103T/GULSHAN COLONY,3.5,3.4,1,30,9,Functioning,None,0,358.8,1090.32,990.78,361.3,1101.73,1001.65,252.5,604.79,528.38,232.4,512.99,440.94,212.2,420.72,353.07,191.9,352.24,287.85,193.5,354.76,290.25,164.5,309.09,246.75,177.8,330.04,266.7,223.5,472.34,402.23,258.2,630.83,553.17,281.2,735.88,653.22,242.3,61.98,361.3,164.5,196.8,0.2558,314.9,199.2,1.5807,0,11.92,30.11,2907.8,6915.73,576.31
0010400001196,DS,Domestic Supply,Srinagar,DIV-VIII (ZAKURA),Kashmir,BSB-091T/GULSHAN COLONY,3.1,3.6,1,14,3,Functioning,None,0,352.3,1060.63,962.5,280.6,733.14,650.61,274.2,703.91,622.77,213.6,427.12,359.16,190.8,350.51,286.2,174.6,325.0,261.9,156.8,296.96,235.2,195.8,358.39,293.7,199.8,364.69,299.7,207.3,398.35,331.76,312.6,879.3,789.81,326.7,943.7,851.14,240.4,62.7,352.3,156.8,195.5,0.2608,318.1,174.1,1.8272,0,14.55,50.8,2885.1,6841.7,570.14
0020400001197,DS,Domestic Supply,Baramulla,DIV-III (PATTAN),Kashmir,SPR-129T/GREEN LANE,1.8,1.6,1,13,13,Functioning,None,0,334.6,979.79,885.51,352.1,1059.71,961.63,222.1,465.94,396.13,199.8,364.69,299.7,199.3,363.9,298.95,179.0,331.93,268.5,148.6,284.04,222.9,176.7,328.3,265.05,211.0,415.24,347.85,250.1,593.83,517.93,288.1,767.4,683.24,306.8,852.81,764.58,239.0,63.83,352.1,148.6,203.5,0.2671,320.4,175.6,1.8243,0,14.38,36.92,2868.2,6807.58,567.3
0010400001198,NDS,Non-Domestic Supply,Srinagar,DIV-II (HABBA KADAL),Kashmir,BSB-059S/GREEN LANE,4.3,4.1,1,1,103,Bypassed,meter_tampering,1,469.7,2546.46,2275.78,455.0,2429.53,2167.0,311.5,1459.23,1264.4,240.7,1033.01,867.92,272.4,1223.85,1045.44,228.4,958.97,799.04,197.0,777.68,630.4,261.4,1157.63,983.84,285.2,1300.9,1117.12,344.9,1660.3,1451.44,394.2,1957.08,1727.52,400.3,1994.39,1762.22,321.7,86.59,469.7,197.0,272.7,0.2691,429.8,232.6,1.8478,0,16.28,32.69,3860.7,18499.03,1541.59
0020400001199,AP,Agricultural Pump,Baramulla,DIV-II (SOPORE),Kashmir,SPR-183T/NEW COLONY,28.1,27.8,1,20,6,Functioning,None,0,534.1,457.28,427.28,516.3,443.04,413.04,464.7,401.76,371.76,360.4,318.32,288.32,357.4,315.92,285.92,306.3,275.04,245.04,311.3,279.04,249.04,330.9,294.72,264.72,372.9,328.32,298.32,418.3,364.64,334.64,490.5,422.4,392.4,544.8,465.84,435.84,417.3,85.21,544.8,306.3,238.5,0.2042,521.4,325.0,1.6044,0,10.18,22.44,5007.9,4366.32,363.86
0110400001200,DS,Domestic Supply,Jammu,DIV-I (JAMMU CITY),Jammu,GGL-191T/NEW COLONY,1.0,1.1,1,11,6,Functioning,None,0,313.3,882.5,792.86,298.6,815.36,728.91,256.9,624.89,547.51,210.2,411.59,344.37,183.7,339.33,275.55,176.4,327.83,264.6,155.7,295.23,233.55,171.8,320.59,257.7,205.5,390.12,323.93,229.2,498.37,427.02,295.5,801.19,715.42,296.9,807.59,721.51,232.8,54.74,313.3,155.7,157.6,0.2351,301.1,171.9,1.7511,0,12.37,28.93,2793.7,6514.59,542.88
0080400001201,DS,Domestic Supply,Ganderbal,DIV-I (GANDERBAL),Kashmir,GBL-012S/NEW COLONY,1.3,1.2,1,21,23,Functioning,None,0,322.6,924.98,833.31,300.0,821.75,735.0,282.2,740.45,657.57,234.9,524.41,451.82,202.7,377.33,311.74,165.6,310.82,248.4,173.2,322.79,259.8,167.8,314.29,251.7,227.0,488.32,417.45,230.0,502.02,430.5,266.1,666.92,587.54,314.6,888.44,798.51,240.6,54.27,322.6,165.6,157.0,0.2256,300.8,180.5,1.6666,0,12.72,35.28,2886.7,6882.52,573.54
0030400001202,DS,Domestic Supply,Anantnag,DIV-III (KULGAM-EAST),Kashmir,ANG-145S/NEW COLONY,4.5,5.1,1,30,17,Functioning,None,0,362.8,1108.59,1008.18,353.8,1067.48,969.03,248.7,587.43,511.84,208.6,404.28,337.41,210.9,414.79,347.42,159.8,301.68,239.7,169.0,316.18,253.5,198.3,362.32,297.45,208.9,405.66,338.72,202.8,377.79,312.18,282.9,743.64,660.61,334.7,980.24,885.94,245.1,68.31,362.8,159.8,203.0,0.2787,333.6,179.9,1.8541,0,14.8,39.5,2941.2,7070.08,589.17
0100400001203,DS,Domestic Supply,Budgam,DIV-II (CHADOORA),Kashmir,CHD-014S/NEW COLONY,3.1,3.2,1,3,26,Reversed,partial_billing,1,49.8,128.43,74.7,293.6,792.52,707.16,195.4,357.75,293.1,23.3,86.7,34.95,194.3,356.02,291.45,166.7,312.55,250.05,30.4,97.88,45.6,145.4,279.0,218.1,192.4,353.03,288.6,18.3,78.82,27.45,209.9,410.21,343.06,292.7,788.4,703.24,151.0,95.05,293.6,18.3,275.3,0.6294,211.5,130.5,1.6211,1,275.32,1046.99,1812.2,4041.31,336.78
0040400001204,NDS,Non-Domestic Supply,Kupwara,DIV-I (KUPWARA),Kashmir,KUP-138S/POLICE COLONY,13.4,15.7,1,11,2,Functioning,None,0,960.7,6452.37,5909.18,914.6,6085.64,5568.04,622.7,3763.58,3407.98,538.3,3092.18,2783.42,570.7,3349.92,3023.18,461.3,2479.64,2213.62,529.6,3022.97,2719.04,512.0,2882.96,2588.8,472.3,2567.15,2295.02,586.8,3477.99,3142.32,809.8,5251.96,4792.52,821.2,5342.65,4876.88,650.0,169.71,960.7,461.3,499.4,0.2611,876.6,520.5,1.684,0,15.0,38.0,7800.0,47769.01,3980.75
0180400001205,SP,Small Power,Ramban,DIV-I (RAMBAN),Jammu,RBN-049T/GREEN LANE,49.4,51.0,1,27,14,Functioning,None,0,5119.8,40093.77,37110.48,5004.0,39147.68,36230.4,4209.7,32658.25,30193.72,3872.1,29900.06,27627.96,3303.2,25252.14,23304.32,2620.7,19676.12,18117.32,2654.8,19954.72,18376.48,3111.4,23685.14,21846.64,3190.0,24327.3,22444.0,4031.4,31201.54,28838.64,4126.9,31981.77,29564.44,4821.0,37652.57,34839.6,3838.8,833.9,5119.8,2620.7,2499.1,0.2172,4767.9,2859.6,1.6674,0,11.65,26.38,46065.0,355531.06,29627.59
0080400001206,DS,Domestic Supply,Ganderbal,DIV-I (GANDERBAL),Kashmir,GBL-196S/GREEN LANE,4.5,5.0,1,22,19,Functioning,None,0,291.5,782.92,698.02,291.4,782.47,697.59,244.0,565.97,491.4,207.0,396.97,330.45,198.9,363.27,298.35,178.2,330.66,267.3,172.8,322.16,259.2,161.6,304.52,242.4,210.3,412.05,344.81,191.7,351.93,287.55,258.3,631.28,553.61,307.5,856.0,767.62,226.1,48.61,307.5,161.6,145.9,0.215,287.2,183.3,1.5667,0,13.46,34.74,2713.2,6100.2,508.35
0110400001207,DS,Domestic Supply,Jammu,DIV-I (JAMMU CITY),Jammu,GGL-161S/GULSHAN COLONY,4.8,5.0,1,26,30,Functioning,None,0,286.7,761.0,677.14,328.4,951.47,858.54,254.5,613.93,537.08,223.3,471.43,401.36,204.9,387.38,321.31,161.0,303.57,241.5,165.2,310.19,247.8,185.7,342.48,278.55,204.6,386.01,320.01,241.0,552.27,478.35,277.7,719.89,637.99,322.7,925.43,833.74,238.0,54.75,328.4,161.0,167.4,0.2301,303.9,177.0,1.7165,0,13.94,22.5,2855.7,6725.05,560.42
0130400001208,DS,Domestic Supply,Udhampur,DIV-I (UDHAMPUR),Jammu,UDH-027T/HILAL PARK,1.4,1.6,1,14,4,Slow Running,None,0,288.7,770.13,685.84,293.6,792.52,707.16,236.6,532.17,459.21,202.6,376.88,311.31,184.6,340.75,276.9,170.9,319.17,256.35,195.9,358.54,293.85,205.2,388.75,322.62,213.7,427.57,359.59,231.8,510.25,438.33,307.5,856.0,767.62,306.9,853.26,765.01,236.5,47.7,307.5,170.9,136.6,0.2017,299.2,183.8,1.6277,0,10.6,32.66,2838.0,6525.99,543.83
0010400001209,DS,Domestic Supply,Srinagar,DIV-VI (BATAMALOO),Kashmir,BEM-183S/GULSHAN COLONY,4.7,5.4,1,29,1,Functioning,None,0,330.9,962.88,869.41,290.6,778.82,694.11,247.3,581.04,505.75,219.9,455.89,386.56,192.1,352.56,288.15,168.5,315.39,252.75,179.4,332.56,269.1,173.0,322.47,259.5,216.0,438.08,369.6,215.9,437.62,369.17,258.5,632.19,554.47,344.3,1024.1,927.71,236.4,57.06,344.3,168.5,175.8,0.2414,306.1,180.0,1.7004,0,13.72,33.19,2836.4,6633.6,552.8
0150400001210,NDS,Non-Domestic Supply,Poonch,DIV-I (POONCH),Jammu,PNC-180S/NEW COLONY,4.6,4.1,1,15,97,Bypassed,partial_billing,1,92.9,419.58,297.28,804.7,5211.39,4754.78,533.4,3053.2,2747.16,112.3,486.31,359.36,443.4,2337.25,2081.16,482.0,2644.31,2366.8,89.3,407.19,285.76,457.3,2447.82,2184.02,515.9,2913.98,2617.66,104.2,458.45,333.44,686.3,4269.52,3878.62,647.6,3961.66,3592.24,414.1,243.05,804.7,89.3,715.4,0.5869,557.9,338.2,1.6494,0,212.08,766.2,4969.3,28610.66,2384.22
0020400001211,AP,Agricultural Pump,Baramulla,DIV-I (BARAMULLA),Kashmir,PTN-036S/GREEN LANE,3.5,3.6,1,5,29,Functioning,None,0,535.3,458.24,428.24,634.4,537.52,507.52,427.7,372.16,342.16,416.8,363.44,333.44,363.6,320.88,290.88,302.4,271.92,241.92,314.1,281.28,251.28,360.0,318.0,288.0,381.0,334.8,304.8,448.5,388.8,358.8,505.8,434.64,404.64,538.5,460.8,430.8,435.7,96.59,634.4,302.4,332.0,0.2217,553.5,326.7,1.6942,0,13.14,32.58,5228.1,4542.48,378.54
